09:04,71.82
09:08,71.70
09:13,71.83
09:18,71.86
09:19,71.78
09:23,71.80
09:28,71.43
09:33,71.64
09:38,71.59
09:44,71.48
09:49,71.39
09:53,71.27
09:58,71.22
10:03,71.28
10:08,71.42
10:13,71.17
10:18,71.26
10:23,71.21
10:28,71.14
10:33,71.12
10:38,71.03
10:43,71.21
10:48,71.20
10:53,71.01
10:58,71.00
11:03,71.15
11:08,71.20
11:13,71.25
11:18,71.52
11:23,71.39
11:28,71.41
11:33,71.50
11:38,71.46
11:43,71.49
11:48,71.50
11:53,71.57
11:58,71.50
12:03,71.56
12:09,71.56
12:13,71.52
12:18,71.61
12:23,71.55
12:29,71.47
12:33,71.47
12:38,71.30
12:43,71.32
12:49,71.35
12:54,71.39
12:59,71.35
13:03,71.31
13:08,71.23
13:13,71.19
13:18,71.16
13:23,71.19
13:29,71.15
13:33,70.96
13:38,70.81
13:44,70.81
13:48,70.76
13:53,70.85
13:58,70.93
14:03,70.85
14:08,70.90
14:13,70.84
14:18,70.85
14:23,70.89
14:28,70.87
14:33,71.01
14:38,71.03
14:43,71.04
14:48,70.99
14:53,71.17
14:58,71.21
15:03,71.36
15:08,71.38
15:13,71.19
15:18,71.15
15:23,71.24
15:28,71.15
15:33,71.24
15:38,71.25
15:43,71.33
15:48,71.29
15:53,71.42
15:59,71.42
16:04,71.40
16:08,71.39
16:14,71.50
16:19,71.48
16:23,71.52
16:28,71.44
16:33,71.47
16:38,71.46
16:43,71.50
16:49,71.47
16:53,71.34
16:58,71.27
17:03,71.40
17:09,71.40
17:13,71.21
17:18,71.24
17:23,71.29
17:28,71.29
17:29,71.36
17:35,71.35
