January,36.25,22.59,0.0,0.0
February,-4.42,11.88,0.0,0.0
March,-9.84,-25.83,0.0,0.0
April,31.36,22.58,0.0,0.0
May,42.89,-8.68,0.0,0.0
June,-2.08,10.84,0.0,0.0
July,-12.71,3.29,0.0,0.0
August,2.45,12.18,0.0,0.0
September,-24.56,7.31,0.0,0.0
October,-41.91,40.12,0.0,0.0
November,40.45,33.32,0.0,0.0
December,31.68,43.94,0.0,0.0
