January,44.01,41.01,0.0,0.0
February,16.23,39.12,0.0,0.0
March,12.04,-4.65,0.0,0.0
April,37.25,31.4,0.0,0.0
May,4.23,-19.25,0.0,0.0
June,-7.68,3.19,0.0,0.0
July,-28.72,28.86,0.0,0.0
August,-10.27,16.41,0.0,0.0
September,0.96,33.77,0.0,0.0
October,-39.13,40.76,0.0,0.0
November,10.21,34.06,0.0,0.0
December,10.3,22.49,0.0,0.0
