January,26.35,12.92,0.0,0.0
February,-13.87,30.69,0.0,0.0
March,-7.14,-1.13,0.0,0.0
April,15.5,11.71,0.0,0.0
May,23.83,-10.45,0.0,0.0
June,-0.63,-10.39,0.0,0.0
July,2.46,-3.26,0.0,0.0
August,-3.01,1.57,0.0,0.0
September,6.82,16.66,0.0,0.0
October,-34.11,36.42,0.0,0.0
November,36.21,29.16,0.0,0.0
December,13.48,59.1,0.0,0.0
