January,39.04,26.34,0.0,0.0
February,-32.2,22.46,0.0,0.0
March,-6.36,-21.54,0.0,0.0
April,19.47,2.6,0.0,0.0
May,19.4,2.41,0.0,0.0
June,-5.11,7.51,0.0,0.0
July,-24.38,15.46,0.0,0.0
August,8.31,-7.53,0.0,0.0
September,7.12,-9.0,0.0,0.0
October,-31.28,32.24,0.0,0.0
November,25.15,13.85,0.0,0.0
December,-1.12,7.2,0.0,0.0
