January,32.72,23.08,0.0,0.0
February,-24.43,31.01,0.0,0.0
March,-12.16,-16.62,0.0,0.0
April,33.75,18.76,0.0,0.0
May,31.57,16.42,0.0,0.0
June,-6.12,9.34,0.0,0.0
July,-17.69,3.89,0.0,0.0
August,13.07,-6.29,0.0,0.0
September,-3.32,5.92,0.0,0.0
October,-24.94,18.9,0.0,0.0
November,23.58,17.31,0.0,0.0
December,19.29,25.79,0.0,0.0
