January,42.39,30.54,0.0,0.0
February,-13.42,9.24,0.0,0.0
March,-24.38,34.2,0.0,0.0
April,21.99,19.3,0.0,0.0
May,21.85,45.07,0.0,0.0
June,-13.44,-16.03,0.0,0.0
July,-14.26,1.32,0.0,0.0
August,2.76,-18.52,0.0,0.0
September,4.92,30.56,0.0,0.0
October,-49.5,-1.2,0.0,0.0
November,18.34,30.66,0.0,0.0
December,5.28,75.48,0.0,0.0
